Geneid	alignment_29/RNA-29Aligned.sortedByCoord.out.bam	alignment_30/RNA-30Aligned.sortedByCoord.out.bam	alignment_31/RNA-31Aligned.sortedByCoord.out.bam	alignment_32/RNA-32Aligned.sortedByCoord.out.bam
LOC101928344	0	0	0	0
LOC107985295	0	0	0	0
PLPP2	0	1	2	4
MIER2	1	0	0	1
THEG	0	0	0	0
C2CD4C	0	0	0	0
SHC2	0	0	0	0
ODF3L2	1	0	0	0
MADCAM1	0	1	3	0
MADCAM1-AS1	4	0	4	0
TPGS1	1	0	1	3
CDC34	3	1	0	5
GZMM	0	0	0	0
BSG-AS1	19	7	24	16
BSG	82	77	57	82
HCN2	2	4	2	6
LOC107987266	25	28	25	16
POLRMT	8	3	3	11
LOC105372234	0	0	1	0
FGF22	0	0	0	0
RNF126	3	1	0	2
FSTL3	4	2	2	3
PRSS57	0	0	0	0
PALM	0	0	0	2
MISP	9	7	4	12
LOC101928450	0	0	0	0
LINC01836	0	0	0	0
PTBP1	3	5	2	9
MIR4745	0	0	0	0
PLPPR3	4770	2835	3533	3048
MIR3187	11	5	9	7
AZU1	0	0	0	0
PRTN3	0	0	0	0
ELANE	0	0	0	0
CFD	0	0	0	0
MED16	35	11	17	17
RNU6-9	0	0	0	0
R3HDM4	2	2	0	1
KISS1R	1	1	0	2
ARID3A	2	0	2	4
WDR18	0	2	3	1
GRIN3B	286	174	217	186
LOC105372235	7	1	6	8
TMEM259	9	1	3	6
RNU6-2	0	0	0	0
CNN2	1	1	1	5
ABCA7	0	0	0	1
ARHGAP45	343	204	213	198
POLR2E	18	34	25	30
GPX4	3	1	0	3
SBNO2	0	0	0	0
LOC102723798	2	3	4	1
LOC102725180	3	8	4	8
STK11	12	9	8	13
CBARP	118	45	64	52
ATP5F1D	3	6	3	6
LOC102723811	2	12	19	10
MIDN	1	6	1	2
LOC107985303	0	0	0	0
LOC105372236	2	2	2	2
CIRBP-AS1	16	17	18	16
CIRBP	55	27	46	23
FAM174C	2	0	1	3
EFNA2	3	0	0	3
PWWP3A	0	0	0	3
TRF-GAA1-6	0	0	0	0
TRN-GTT2-6	0	0	0	0
NDUFS7	26	26	15	21
GAMT	0	0	0	0
DAZAP1	4	2	7	21
RPS15	11	2	6	19
APC2	182	156	139	151
C19orf25	0	0	0	0
PCSK4	0	1	1	0
REEP6	1	0	0	0
ADAMTSL5	0	1	0	1
LOC107985337	0	0	0	0
PLK5	0	0	0	0
MEX3D	3	0	1	10
MBD3	5	1	3	2
UQCR11	1	1	0	2
TCF3	17	2	2	16
ONECUT3	0	0	0	0
LOC101928543	0	0	0	0
ATP8B3	0	0	0	0
REXO1	3	2	2	15
MIR1909	0	0	0	0
LOC100288123	71	72	67	66
KLF16	2	0	1	0
ABHD17A	2	1	2	2
SCAMP4	0	0	1	1
ADAT3	0	0	0	2
LOC105372238	1	0	0	0
CSNK1G2	8	1	6	10
CSNK1G2-AS1	5	1	3	0
BTBD2	25	29	23	38
LOC107985278	0	0	0	0
MKNK2	0	1	0	5
MOB3A	0	2	0	0
IZUMO4	1	1	0	0
AP3D1	23	5	3	18
DOT1L	157	81	88	86
PLEKHJ1	158	119	134	137
MIR1227	0	0	0	0
MIR6789	0	0	0	0
SF3A2	4	0	0	2
AMH	1	0	0	0
MIR4321	0	0	0	0
JSRP1	0	0	0	1
LOC105372240	1	0	0	0
OAZ1	6	1	1	7
PEAK3	0	0	0	0
LINGO3	0	1	0	0
LOC101928572	0	1	0	0
LSM7	0	0	0	3
SPPL2B	177	85	118	81
TMPRSS9	73	62	50	61
TIMM13	1	3	1	2
LMNB2	6	3	4	5
MIR7108	0	0	0	0
LINC01775	0	0	0	0
GADD45B	0	0	0	2
GNG7	1	0	1	0
MIR7850	0	0	0	0
DIRAS1	0	0	0	0
SLC39A3	1	0	0	0
SGTA	0	0	0	1
THOP1	3	0	0	1
ZNF554	0	0	0	0
ZNF555	0	0	0	0
ZNF556	0	0	0	0
ZNF57	15	6	7	6
LOC101928631	23	20	27	21
ZNF77	0	1	0	0
TLE6	0	0	0	0
TLE2	0	0	0	0
TLE5	10	7	2	9
LOC105372242	0	0	0	0
GNA11	2	0	1	7
GNA15	0	0	0	0
GNA15-DT	0	0	0	0
S1PR4	0	0	0	0
NCLN	3	0	2	2
CELF5	0	0	0	0
LOC105372244	4	2	2	6
NFIC	2	0	1	2
SMIM24	0	0	0	0
LOC105372246	0	0	0	0
DOHH	2	0	1	2
LOC105372245	59	38	54	41
FZR1	11	3	6	7
MFSD12	9	3	6	5
C19orf71	97	76	58	56
HMG20B	10	7	9	6
GIPC3	0	0	0	0
TBXA2R	0	0	0	0
CACTIN-AS1	461	299	328	253
CACTIN	4	0	2	1
PIP5K1C	1	1	1	1
TJP3	11	5	2	2
APBA3	53	72	61	49
LOC105372248	0	0	0	0
MRPL54	2	0	1	0
RAX2	0	0	0	0
MATK	0	0	0	0
ZFR2	0	0	0	0
ATCAY	1	0	0	0
NMRK2	0	0	0	0
DAPK3	0	0	0	2
MIR637	0	0	0	0
EEF2	23	17	21	31
SNORD37	0	0	0	0
PIAS4	0	5	1	0
ZBTB7A	3	5	1	6
MAP2K2	1	1	1	2
CREB3L3	0	0	0	0
SIRT6	1	0	0	1
ANKRD24	0	0	0	0
EBI3	0	0	0	0
YJU2	1	0	0	5
SHD	0	0	0	0
TMIGD2	0	0	0	0
FSD1	0	0	0	0
STAP2	0	0	0	3
MPND	2	2	1	2
SH3GL1	11	13	13	11
CHAF1A	229	130	167	162
LOC107985297	0	0	0	0
UBXN6	18	22	15	21
MIR4746	7	6	4	1
HDGFL2	15	3	7	6
PLIN4	3	2	0	2
PLIN5	0	0	0	0
LRG1	0	0	0	0
SEMA6B	0	0	0	0
LOC105372249	0	0	0	0
TNFAIP8L1	5	2	10	2
MYDGF	1	2	2	2
DPP9	0	2	2	0
DPP9-AS1	301	279	358	277
LOC105372250	0	0	1	0
TRG-TCC1-1	0	0	0	0
TRV-CAC3-1	0	0	1	0
MIR7-3HG	0	0	0	0
MIR7-3	0	0	0	0
FEM1A	0	1	0	0
TICAM1	1	0	0	0
PLIN3	0	2	0	2
ARRDC5	0	0	0	0
UHRF1	3	1	1	2
MIR4747	0	0	0	0
KDM4B	2	0	1	1
PTPRS	0	0	0	0
LOC105372253	0	0	0	0
LOC105372252	0	0	0	0
ZNRF4	0	0	0	0
TINCR	0	0	0	0
SAFB2	3	3	3	6
SAFB	6	1	2	8
LOC107985320	14	6	6	8
MICOS13	1	0	3	0
HSD11B1L	2	0	0	1
RPL36	63	52	36	94
LONP1	35	30	37	38
CATSPERD	5	3	1	5
PRR22	0	0	0	0
DUS3L	4	1	0	2
NRTN	0	0	0	0
FUT6	0	0	0	0
FUT3	0	6	0	2
LOC101928844	22	34	17	25
FUT5	0	0	0	0
NDUFA11	3	0	0	1
VMAC	8	3	3	2
CAPS	29	10	15	17
RANBP3	0	0	0	7
RANBP3-DT	0	0	0	0
RFX2	0	0	1	0
LOC105372255	0	0	0	0
ACSBG2	1	2	2	2
MLLT1	3	2	3	1
ACER1	0	0	0	0
CLPP	0	1	0	3
ALKBH7	5	1	1	3
PSPN	6	5	5	4
GTF2F1	13	7	4	10
MIR6885	0	0	0	0
MIR6790	0	0	0	0
LOC390877	9	5	6	4
KHSRP	4	1	2	6
MIR3940	0	0	0	0
SLC25A41	0	0	0	0
SLC25A23	4	1	1	4
CRB3	2	0	0	0
DENND1C	1285	802	992	901
TUBB4A	0	0	0	0
TNFSF9	0	0	1	0
CD70	0	0	1	0
TNFSF14	0	0	0	0
C3	0	0	0	0
GPR108	0	1	1	0
MIR6791	0	0	0	0
TRIP10	17	5	10	9
LOC107985302	10	23	24	19
SH2D3A	9	7	5	7
VAV1	0	0	0	0
ADGRE1	0	0	0	0
LOC105372256	0	0	0	0
ADGRE4P	0	0	0	0
FLJ25758	0	0	0	0
LOC112268245	0	0	0	0
MBD3L2B	0	0	0	0
MBD3L5	0	0	0	0
MBD3L4	0	0	0	0
MBD3L2	0	0	0	0
MBD3L3	0	0	0	0
ZNF557	0	2	0	0
INSR	0	0	0	1
ARHGEF18	8	9	9	7
LOC107985284	0	0	0	0
PEX11G	4	1	1	0
TEX45	2	3	0	0
LOC105372261	22	15	19	16
ZNF358	0	1	0	0
MCOLN1	4	6	2	2
PNPLA6	6	9	6	9
CAMSAP3	1	1	2	3
MIR6792	0	0	0	0
XAB2	1	2	0	5
PET100	1	0	1	3
PCP2	20	17	15	11
STXBP2	1	1	1	0
RETN	0	0	0	0
MCEMP1	0	0	0	0
TRAPPC5	0	0	0	0
FCER2	0	0	0	0
LOC105372262	0	0	0	0
CLEC4G	0	0	1	0
CD209	0	0	0	0
CLEC4M	0	0	0	0
LOC105372263	0	0	0	0
CLEC4GP1	0	0	0	0
EVI5L	0	2	0	1
PRR36	0	0	0	0
LYPLA2P2	0	0	0	0
LRRC8E	0	3	1	1
MAP2K7	3	3	2	3
TGFBR3L	9	6	8	13
SNAPC2	0	0	0	1
CTXN1	1	1	0	0
TIMM44	2	2	0	4
ELAVL1	4	0	2	1
LOC105372266	0	0	0	0
CCL25	0	0	0	0
FBN3	0	0	0	0
CERS4	0	0	0	0
LOC107985282	0	0	0	0
CD320	3	0	0	0
NDUFA7	1	2	1	3
RPS28	9	12	7	10
KANK3	150	83	104	121
ANGPTL4	5	3	3	1
RAB11B-AS1	310	174	232	208
MIR4999	0	0	0	0
RAB11B	28	14	26	18
MARCHF2	0	0	0	0
HNRNPM	20	5	5	16
PRAM1	0	0	0	0
ZNF414	0	0	1	0
MYO1F	0	0	0	0
ADAMTS10	0	0	0	0
NFILZ	0	0	0	0
ACTL9	0	0	0	0
OR2Z1	0	0	0	0
ZNF558	0	0	0	0
MBD3L1	0	0	0	1
MUC16	0	0	1	0
OR1M1	0	0	0	0
OR7G2	0	0	0	0
OR7G1	0	0	0	0
OR7G3	0	0	0	0
ZNF317	0	0	2	0
OR7D2	0	0	0	0
OR7D4	0	0	0	0
OR7E24	0	0	0	0
ZNF699	0	0	0	0
ZNF559	0	0	0	0
ZNF559-ZNF177	0	0	0	0
ZNF177	0	0	0	0
LOC112268250	1	1	0	0
ZNF266	0	0	0	0
LOC105372269	0	0	0	0
ZNF560	0	0	0	0
LOC105372268	0	0	0	0
ZNF426	0	0	0	0
ZNF426-DT	0	1	0	2
ZNF121	0	1	1	1
LOC105376914	0	0	0	0
ZNF561	0	1	0	0
ZNF561-AS1	0	0	0	2
ZNF562	1	7	1	11
ZNF812P	0	0	0	0
LOC105372270	0	0	0	0
ZNF846	0	0	0	1
LOC100505555	0	0	0	0
FBXL12	5	4	1	2
UBL5	2	0	0	1
PIN1-DT	0	0	0	0
PIN1	0	0	0	0
OLFM2	1	0	0	0
COL5A3	0	0	0	0
RDH8	0	0	0	0
MIR5589	0	0	0	0
C3P1	0	0	0	0
SHFL	1	0	0	0
ANGPTL6	148	87	105	98
PPAN	3	0	0	0
PPAN-P2RY11	0	0	0	0
SNORD105	0	0	0	0
SNORD105B	0	0	0	0
P2RY11	0	0	0	0
EIF3G	107	64	63	77
DNMT1	4	0	2	7
S1PR2	0	0	0	0
MIR4322	0	0	0	0
MRPL4	1	2	1	3
LOC105372272	0	0	0	0
ICAM1	0	0	0	0
ICAM4	0	0	0	0
ICAM5	0	0	0	0
ZGLP1	0	0	0	0
FDX2	1	0	0	0
RAVER1	5	0	5	10
ICAM3	85	43	56	52
TYK2	1	0	0	0
CDC37	5	3	2	17
MIR1181	0	0	0	0
PDE4A	1	0	1	2
KEAP1	3	1	1	2
S1PR5	0	0	0	0
ATG4D	101	66	73	63
MIR1238	0	0	0	0
KRI1	327	188	215	203
CDKN2D	0	0	0	0
AP1M2	1	2	1	1
SLC44A2	1	6	3	3
ILF3-DT	8	2	7	7
ILF3	11	2	10	16
QTRT1	0	0	0	0
DNM2	0	1	1	4
MIR638	0	0	0	0
MIR4748	0	0	0	0
MIR199A1	0	0	0	1
MIR6793	0	0	0	0
TMED1	276	190	212	195
C19orf38	0	1	0	0
HIKESHIP2	0	0	0	0
CARM1	519	400	382	410
YIPF2	1002	689	756	708
TIMM29	1	3	0	4
SMARCA4	24	9	5	22
LDLR-AS1	94	100	91	58
LDLR	3	4	2	4
MIR6886	0	0	0	0
SPC24	0	0	0	1
KANK2	6	2	2	2
DOCK6	3	2	0	2
LOC105372273	3	7	5	11
ANGPTL8	1	2	0	1
TSPAN16	1	0	0	1
HSPC102	0	0	0	0
RAB3D	0	1	0	2
TMEM205	12	13	10	14
CCDC159	2	0	1	1
PLPPR2	1	4	2	3
SWSAP1	9	3	6	9
EPOR	17	10	17	9
RGL3	0	0	0	0
ODAD3	294	197	181	150
PRKCSH	9	4	1	6
ELAVL3	0	0	0	0
ZNF653	0	1	0	0
MIR7974	0	0	0	0
ECSIT	0	0	0	0
CNN1	0	0	0	0
ELOF1	0	0	1	1
ACP5	0	0	1	0
ZNF627	0	0	0	0
HNRNPA1P10	3	2	1	2
ZNF833P	1	1	0	2
ZNF823	0	0	1	1
ZNF441	0	0	0	0
ZNF491	0	0	0	0
ZNF440	0	2	0	1
ZNF439	0	0	0	0
ZNF69	1	0	2	0
ZNF700	1	0	0	0
ZNF763	0	0	0	0
ZNF433-AS1	0	0	0	0
ZNF433	15	9	9	10
ZNF878	0	1	3	2
ZNF844	0	0	0	0
ZNF788P	0	0	0	1
LOC105372275	30	35	24	21
ZNF625-ZNF20	0	0	0	0
ZNF20	0	0	0	0
ZNF625	0	0	0	0
ZNF136	0	0	0	0
LOC100289333	3	3	1	0
ZNF44	13	4	10	5
ZNF563	0	0	0	0
ZNF442	0	0	0	0
ZNF799	4	6	2	5
ZNF443	2	0	10	0
ZNF709	0	1	0	0
ZNF564	0	0	0	0
LOC105372278	0	0	0	0
ZNF490	0	0	0	0
ZNF791	2	1	0	2
LOC105372279	54	37	37	40
MAN2B1	0	0	0	1
WDR83	1012	663	702	745
WDR83OS	69	49	50	47
DHPS	47	24	51	28
GNG14	1	3	0	0
FBXW9	0	0	1	0
TNPO2	0	2	1	3
SNORD135	0	0	0	0
SNORD41	0	0	0	0
TRIR	13	5	9	20
GET3	0	2	0	0
BEST2	0	0	0	0
HOOK2	5	1	2	6
MIR5684	1	0	0	0
JUNB	2	4	1	7
PRDX2	3	3	5	4
THSD8	0	0	0	0
RNASEH2A	0	0	0	1
RTBDN	0	0	0	0
LOC105372281	0	1	2	0
MAST1	0	0	1	0
MIR6794	0	0	0	0
DNASE2	1	0	0	4
KLF1	0	0	0	0
GCDH	1	0	0	0
SYCE2	15	20	20	22
MIR5695	0	1	0	0
FARSA	0	1	1	1
FARSA-AS1	284	202	190	160
CALR	93	37	25	98
MIR6515	0	0	0	0
RAD23A	89	43	62	53
GADD45GIP1	991	612	674	727
DAND5	0	0	0	0
NFIX	1	4	1	0
LOC107985286	0	0	0	0
LYL1	0	0	0	0
LOC105372282	306	203	221	190
TRMT1	4	1	0	2
NACC1	8	5	3	10
STX10	0	0	0	0
IER2	4	3	0	4
LOC107985288	0	0	0	0
CACNA1A	0	1	0	1
LOC105372283	0	0	0	0
LOC107985287	0	0	0	0
LOC105372284	0	0	0	0
YJU2B	2	3	0	3
MRI1	0	0	1	0
C19orf53	0	0	1	4
ZSWIM4	5	2	3	2
LOC107985334	0	0	0	0
MIR23AHG	0	0	0	0
MIR24-2	0	0	0	0
MIR27A	0	0	0	0
MIR23A	0	0	0	0
NANOS3	0	0	0	0
MIR181C	0	0	0	0
MIR181D	0	0	0	0
BRME1	0	0	0	0
CC2D1A	1	1	0	1
PODNL1	0	0	0	0
DCAF15	0	0	0	0
RFX1	0	0	0	0
LOC107985309	0	1	0	0
RLN3	0	0	0	0
IL27RA	0	0	0	0
PALM3	0	0	0	0
MISP3	0	0	0	0
MIR1199	0	0	0	0
C19orf67	0	0	0	0
SAMD1	0	0	0	0
PRKACA	0	0	0	0
ASF1B	0	0	0	0
ADGRL1-AS1	6	7	3	1
ADGRL1	0	0	0	0
LINC01841	0	0	0	0
LINC01842	0	0	0	0
ADGRE5	3	5	2	1
DDX39A	6	5	9	6
PKN1	5	1	2	1
PTGER1	0	0	0	0
GIPC1	3	1	2	5
DNAJB1	459	344	393	290
TECR	3	10	4	8
MIR639	0	0	0	0
LOC112268253	0	1	0	3
NDUFB7	2	2	1	5
CLEC17A	0	0	0	0
ADGRE3	0	0	0	0
SNORA104	1	0	0	3
LOC107985308	0	0	0	0
ZNF333	31	25	19	15
ADGRE2	0	0	0	2
OR7C1	0	0	0	0
OR7A5	0	0	0	0
OR7A10	0	0	0	0
OR7A17	0	0	0	0
OR7C2	0	0	0	0
SLC1A6	0	0	0	0
CCDC105	0	0	0	0
CASP14	0	0	0	0
OR1I1	0	0	0	0
SYDE1	3	2	3	3
ILVBL	1	1	1	2
NOTCH3	0	0	2	1
MIR6795	0	0	0	0
EPHX3	0	0	0	0
BRD4	4	7	0	11
AKAP8	6	3	3	4
AKAP8L	7	2	1	4
WIZ	1	1	2	1
MIR1470	0	0	1	0
RASAL3	0	0	0	0
PGLYRP2	0	0	0	0
CYP4F22	0	0	0	0
CYP4F8	0	0	0	0
CYP4F3	1	0	0	0
CYP4F12	1	0	0	0
OR10H2	0	0	0	0
OR10H3	0	0	0	0
CYP4F24P	0	0	0	0
OR10H5	0	0	0	0
OR10H1	0	0	0	0
LINC01764	1	0	0	1
UCA1	0	2	0	0
CLEC4OP	0	0	0	0
CYP4F2	0	0	0	0
CYP4F11	0	0	0	1
OR10H4	0	0	0	0
LOC105372291	0	0	0	0
LINC00661	0	0	0	0
LINC00905	0	0	0	0
LINC01855	0	0	0	0
TPM4	12	7	5	13
RAB8A	0	1	1	2
HSH2D	0	0	0	0
CIB3	0	0	0	0
FAM32A	9	10	3	11
AP1M1	0	0	0	0
KLF2	0	0	0	0
EPS15L1	0	0	0	0
CALR3	0	0	0	0
C19orf44	830	564	675	595
CHERP	37	39	30	51
SLC35E1	2	3	2	1
LOC105372295	21	16	23	24
MED26	4	5	4	4
LOC105372296	1	1	0	0
SMIM7	1	0	1	0
TMEM38A	0	0	0	0
NWD1	0	0	0	0
SIN3B	0	0	1	2
F2RL3	0	0	0	0
CPAMD8	0	0	0	0
HAUS8	0	0	0	0
MYO9B	0	0	2	4
SNORA118	0	0	0	0
USE1	1	0	0	0
OCEL1	6	0	0	0
NR2F6	3	1	12	6
USHBP1	0	0	0	0
BABAM1	1	0	0	2
ANKLE1	0	0	0	0
ABHD8	49	55	54	36
MRPL34	1	0	0	1
DDA1	9	12	12	15
ANO8	21	12	18	23
GTPBP3	1	3	3	0
PLVAP	0	0	0	0
LOC105372298	0	0	0	0
CCDC194	0	0	0	0
BST2	0	0	0	0
BISPR	0	0	0	0
MVB12A	0	0	1	0
TMEM221	1	2	0	2
NXNL1	0	0	0	0
SLC27A1	3	15	8	7
PGLS-DT	216	153	198	173
PGLS	6	0	2	4
NIBAN3	0	0	0	0
COLGALT1	0	3	2	3
UNC13A	0	0	0	0
MAP1S	1	0	0	1
FCHO1	0	0	1	1
B3GNT3	1	3	1	3
INSL3	14	3	6	13
JAK3	2	2	1	0
RPL18A	6	8	4	19
SNORA68	0	0	0	0
SLC5A5	2	1	1	4
CCDC124	10	7	0	9
KCNN1	0	0	0	0
ARRDC2	0	0	0	0
IL12RB1	0	0	0	0
MAST3	0	0	0	1
PIK3R2	4	1	1	4
IFI30	0	0	0	0
MPV17L2	5	2	1	1
RAB3A	0	0	0	0
LOC102725254	0	0	0	0
PDE4C	0	0	0	0
LOC729966	0	0	0	0
IQCN	0	0	0	0
JUND	6	1	0	12
MIR3188	0	0	0	0
LSM4	7	2	1	10
LOC105372300	1	1	1	1
PGPEP1	0	0	0	3
GDF15	2	3	0	19
MIR3189	0	0	0	0
LRRC25	0	0	0	0
SSBP4	8	1	3	5
ISYNA1	134	50	116	80
ELL	0	0	0	0
FKBP8	2	0	0	1
KXD1	1	0	0	1
UBA52	3	1	2	7
REX1BD	1	1	1	3
CRLF1	1	0	2	0
TMEM59L	0	0	0	0
KLHL26	0	0	0	0
CRTC1	0	0	0	1
COMP	0	0	0	0
LOC107985321	0	0	0	0
UPF1	4	3	5	6
CERS1	0	0	0	0
GDF1	0	0	0	0
COPE	3	0	5	5
DDX49	1	0	0	1
HOMER3	4	2	4	3
HOMER3-AS1	1	0	4	1
LOC107985268	0	0	0	0
SUGP2	121	72	94	71
ARMC6	6	0	1	2
SLC25A42	0	0	0	0
TMEM161A	0	1	0	0
BORCS8-MEF2B	0	0	0	0
MEF2B	0	0	0	0
BORCS8	0	0	0	0
RFXANK	237	128	181	147
NR2C2AP	115	75	87	116
NCAN	0	0	0	1
HAPLN4	0	0	0	0
TM6SF2	0	0	0	0
SUGP1	1	0	1	0
MAU2	7	14	12	7
GATAD2A	2	1	5	2
MIR640	0	0	0	0
TSSK6	1	0	0	0
NDUFA13	1	0	1	4
YJEFN3	0	0	0	0
CILP2	0	0	0	0
PBX4	0	0	0	0
LPAR2	3	0	0	1
GMIP	1	0	0	1
ATP13A1	5	3	1	4
ZNF101	1	1	1	0
ZNF14	0	0	0	0
LOC101060187	0	0	0	0
LINC00663	0	0	0	0
LOC112267872	5	2	10	4
ZNF56P	0	0	0	0
ZNF506	19	15	10	20
ZNF253	0	0	0	0
ZNF93	0	0	0	0
ZNF682	0	0	0	0
LOC105372308	0	0	0	0
LOC105372309	0	0	0	0
ZNF90	0	0	0	0
LOC105372310	0	0	1	0
ZNF486	0	0	0	0
LOC105372311	0	0	0	0
LOC102724427	0	0	0	0
LOC105372314	0	0	0	0
ZNF826P	0	0	0	0
MIR1270	0	0	0	0
LOC105372317	0	0	0	0
LOC105372316	0	0	0	0
ZNF737	0	0	0	0
LOC105372318	0	0	0	0
ZNF626	0	0	0	0
LOC105372319	0	0	0	0
ZNF66	0	0	0	0
ZNF85	0	0	0	0
LOC112268247	0	0	0	0
ZNF430	0	0	1	1
ZNF714	0	0	0	0
ZNF431	0	0	0	1
ZNF708	0	0	0	1
ZNF738	0	0	0	0
ZNF493	0	0	0	1
LOC105372321	3	2	4	5
LINC00664	0	0	0	0
ZNF429	0	0	0	0
LOC101929007	0	0	0	0
LOC105372323	0	0	0	0
LOC400682	0	0	0	0
ZNF100	0	0	0	0
CCNYL6	0	0	0	0
ZNF43	0	0	0	0
LOC105372324	0	0	0	0
LOC105372326	0	0	0	0
LOC112268249	0	0	0	0
LOC105372325	0	0	0	0
ZNF208	0	0	0	0
LOC112268248	0	0	0	0
ZNF257	0	0	0	0
ZNF676	0	0	0	0
LOC105372328	0	0	0	0
LOC107985324	0	0	0	0
ZNF729	0	0	0	0
LOC105372330	0	0	0	0
ZNF98	0	0	0	0
LOC105376917	0	0	0	0
LOC101929124	0	0	0	0
LINC01233	0	0	0	0
LOC105372331	0	0	0	0
GOLGA2P9	0	0	0	0
LOC100996349	0	0	0	0
LINC01785	0	0	0	0
ZNF492	0	0	0	0
ZNF99	0	0	0	0
ZNF723	0	0	0	0
LOC105372332	0	0	0	0
ZNF728	0	0	0	0
LINC01859	0	0	0	0
LINC01858	0	0	0	0
ZNF730	0	0	0	0
ZNF724	0	0	1	0
IPO5P1	0	0	0	0
ZNF91	1	0	1	1
LOC107985285	17	73	30	46
LINC01224	0	1	0	0
LOC105372335	1	2	2	1
LOC105372334	0	0	0	0
LOC105372337	0	0	0	0
LOC105372338	0	0	0	0
LOC105372339	0	1	0	0
ZNF675	0	0	0	0
ZNF681	0	0	0	0
RPSAP58	0	0	0	0
ZNF726	0	0	0	0
LOC100505851	0	0	0	0
ZNF254	0	0	1	0
HAVCR1P1	0	0	0	1
LOC105372345	0	0	0	0
LINC00662	36	23	26	28
LOC101927151	11	14	19	16
LOC105372348	0	1	0	0
LOC105372347	0	0	0	0
LOC105372346	0	0	0	0
LOC107985269	0	0	0	0
LOC100420587	1	0	3	0
LOC105372349	0	0	0	0
LOC102724908	0	0	0	0
LOC107985336	0	0	0	0
LOC107985335	0	0	0	0
LINC00906	0	0	0	0
LOC102724958	0	0	0	0
LINC01532	0	0	0	0
UQCRFS1	0	1	1	4
UQCRFS1-DT	0	0	0	0
VSTM2B-DT	0	0	0	0
VSTM2B	0	0	0	0
POP4	0	0	0	0
LOC105372353	0	0	0	0
PLEKHF1	0	0	0	1
C19orf12	3	0	1	0
LOC107985345	0	0	0	0
CCNE1	1	0	2	0
URI1	0	1	1	1
LOC107985271	0	0	0	0
ZNF536	0	0	0	0
LOC105372354	0	0	0	0
LINC01834	0	0	0	0
LOC105372355	0	0	0	0
LOC105372358	0	0	0	0
LOC105372356	0	0	0	0
TSHZ3	0	0	0	0
LINC01791	0	0	0	0
TSHZ3-AS1	0	0	0	0
LINC02841	0	0	0	0
THEG5	0	0	0	0
LOC105372361	0	0	0	0
LOC105372362	0	0	0	0
LINC01837	0	0	0	0
LOC105372364	0	0	0	0
LINC01533	0	0	0	0
LOC105376899	0	0	0	0
LINC01782	0	0	0	0
LOC107985270	0	0	0	0
ZNF507	0	1	3	5
DPY19L3-DT	0	0	0	0
DPY19L3	0	2	1	1
PDCD5	0	0	0	1
ANKRD27	3	2	1	0
SNORA68B	0	0	0	0
RGS9BP	0	0	0	0
NUDT19	15	15	20	17
LOC105372368	8	4	1	1
TDRD12	0	0	0	0
SLC7A9	0	0	0	0
CEP89	0	0	1	0
FAAP24	2	2	3	5
RHPN2	3	6	1	1
GPATCH1	3	2	0	5
WDR88	12	6	10	16
TRT-AGT1-3	0	0	0	0
LRP3	6	0	3	6
SLC7A10	22	7	13	3
CEBPA	2	0	1	3
CEBPA-DT	5	0	1	4
CEBPG	3	2	0	7
PEPD	1	0	0	2
LOC105372370	0	0	0	0
LOC100996681	0	0	0	0
CHST8	0	0	0	0
KCTD15	1	0	3	3
LOC105372371	0	0	0	0
LSM14A	0	0	0	0
GARRE1	3	1	0	0
GPI	4	3	4	5
PDCD2L	0	1	1	0
UBA2	1	0	0	2
WTIP	0	1	0	0
ZNF807P	0	0	0	0
LOC105372374	0	0	0	0
SCGB1B2P	0	0	0	0
SCGB2B2	0	0	0	0
SCGB2B3P	0	0	0	0
ZNF302	0	1	0	0
ZNF181	6	6	7	8
ZNF599	0	0	0	0
LINC01801	0	0	0	0
LINC00904	0	0	0	0
LOC105372377	0	0	0	0
LINC01838	0	0	0	0
ZNF30-AS1	0	0	0	0
ZNF30	20	12	12	11
ZNF792	0	0	0	0
GRAMD1A	0	0	0	0
SCN1B	0	0	0	0
HPN	0	0	0	0
HPN-AS1	0	0	0	0
FXYD3	3	1	3	6
MIR6887	0	0	0	0
LGI4	3	4	3	2
FXYD1	0	1	1	0
FXYD7	0	0	0	0
FXYD5	2	1	0	1
LOC105372379	0	0	0	0
FAM187B	0	0	0	0
LSR	14	11	4	13
LOC105372380	0	0	0	0
USF2	4	3	4	8
HAMP	0	0	0	0
MAG	0	0	0	0
CD22	0	1	0	0
MIR5196	0	0	0	0
FFAR1	0	0	0	0
FFAR3	0	0	0	0
GPR42	0	0	0	0
LINC01531	0	0	0	0
LOC101927522	0	0	0	0
FFAR2	0	0	0	0
KRTDAP	0	0	0	0
DMKN	3	0	0	1
SBSN	0	0	0	0
GAPDHS	79	76	78	77
TMEM147-AS1	445	310	320	338
TMEM147	0	2	4	3
ATP4A	0	0	2	1
LINC01766	0	0	0	0
HAUS5	1	0	0	1
RBM42	0	0	0	0
ETV2	0	0	0	0
COX6B1	3	1	2	3
UPK1A	0	0	0	0
UPK1A-AS1	0	0	0	0
ZBTB32	1	2	3	5
KMT2B	4	1	0	8
IGFLR1	20	7	24	15
U2AF1L4	3	3	0	2
PSENEN	0	0	0	3
LIN37	0	0	0	0
HSPB6	0	0	0	0
PROSER3	0	0	0	0
ARHGAP33	0	0	0	0
LINC01529	0	0	0	0
